company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Kempe Engineering Australia,https://www.linkedin.com/company/kempe-engineering-australia,https://www.linkedin.com/company/19214110,kempe.com.au,"Kempe is a leading world class specialist engineering company providing maintenance, modernisation and process equipment products and services. Our purpose is to work in long term relationships to develop and add value to our clients’ capital assets in a flexible and collaborative manner. We provide custom designed engineering solutions to suit your specific needs supported by our in-house global delivery model which includes emerging market sourcing. We strive for excellence by focusing on the following client outcomes:Zero harm safety Aligning with your vision, mission and values Reducing whole of life costs Delivering ongoing constant improvement outcomes Providing state of the art technology Delivering Projects / Services on time, to cost and to specification safely  Our core group service offerings include:Site Maintenance including Specialist Services Shutdowns Products, Materials & Spares Workshop Services Engineering & Technical Services Technology & Projects ",,,"South Geelong, Victoria, Australia",,,Geelong,,,,,,industrial machinery manufacturing,,,,,Self-employed,,,,,,,,,
Samuel Smith & Son and Negociants Australia,https://www.linkedin.com/company/samuel-smith-&-son-incorporating-negociants-australia,https://www.linkedin.com/company/1051811,samsmith.com,"We are passionate about wine and committed to delivering the finest selections from Australia and around the world across two portfolios. Our two distinct portfolios provide us with the capability to deliver Australia’s largest selection of wine, while providing a streamlined and consistent experience for our customers. Samuel Smith & Son is a well-respected, family-owned wine merchant embracing a philosophy of knowledge, service and friendship. Negociants Australia was established in 1984 to import and represent the finest wines of the world. Our outstanding portfolio and people make Negociants Australia one of the leading fine wine merchants in Australia.Our approach involves building partnerships and working on long-term outcomes. Our success as a family-owned business is measured by the strength of our customer relationships.",,,"Adelaide, South Australia, Australia",,,Adelaide,,,,,+61283448244,beverage manufacturing,,,,"Wine Merchant,Fine Wine Shippers,Wine Distributor ",Self-employed,,,,,,,,,
Australian Meat Group,https://www.linkedin.com/company/australianmeatgroup,https://www.linkedin.com/company/6457255,amg.com.au,"Australian Meat Group was established in 2013 with the acquisition of the Deniliquin (New South Wales) and Dandenong (Victoria) plants. These two plants are the catalyst for Joe Catalfamo and Gilbert Cabral returning to abattoir processing business.Both Joe and Gilbert have significant meat experience being 47 years and 30 years respectively. Up until 2008 they were the operators of Tasman Group which owned six abattoirs (Brooklyn, Cobram, and Yarrawonga in Victoria and Longford, Devonport and King Island in Tasmania) as well as a major cattle and lamb feedlot in Burraboi, NSW.Their experience ranges in plant design, sales and marketing and production of various species. They established a long list of customers both nationally and internationally because Tasman was regarded as a high quality supplier who delivered product as per specifications and met deadlines set by customers. These attributes will be embedded in the objectives that Australian Meat Group proposes to have and instil into all its employees.Joe and Gilbert recognise the contribution made by Australian farmers and livestock producers to the Australian economy and are not backward in setting up regional meetings to discuss its business and future requirements, employing livestock buyers with the utmost integrity and have in the past recognised the loyalty given by the local producers.Australian Meat Group will be community minded and will employ where possible local people in Deniliquin and Dandenong to assist both communities to prosper for the benefit of people of the area, the State and Australia. The company is investing significantly in both locations to ensure that production targets are met in an efficient, effective and safe environment.",,,"Dandenong, Victoria, Australia",,,Dandenong South,,,,,,food and beverage manufacturing,,,,"Meat Processing,Sales and Marketing,Plant design,Various Species",Self-employed,,,,,,,,,
Billi,https://www.linkedin.com/company/billi-pty-ltd,https://www.linkedin.com/company/3133957,billi.com.au,"At Billi, we design and manufacture a range of energy efficient filtered water systems that offer our customers the very best in innovation, superior performance and reliability.For more than 25 years, we have maintained a commitment to excellence and quality that is second to none. Our filtered water systems are preferred by Australian designers and architects for their elegant styling and space saving design.Billi launched the world’s first underbench boiling and chilled filtered water system in the early 1990s and was instantly recognised as the premium product of choice because of its high functionality, energy efficiency and space-saving design. From that first product, our range has grown to include a full complement of commercial and domestic systems now available throughout the world.Today, we continue to innovate. Our designs keep pace with modern building techniques, contemporary interior concepts and changing lifestyle choices. And importantly, our products continue to incorporate improved eco- technology features.Billi offers premium after sales care and product support, ensuring that our valued relationship with our customers does not end at purchase.Billi is designed and manufactured in Australia.",1990,,"Thomastown, Victoria, Australia",,,Thomastown,,,,,+61394690400,"appliances, electrical, and electronics manufacturing",,,,"instant boiling and chilled filtered water system,manufacturing,filtered water,Australian made,commercial renovations,residential renovations,interior designers,facility managers,specifiers,commercial construction,residential construction,workplace health",Self-employed,https://www.facebook.com/billiwater,,,,,,,,
AVK Australia,https://www.linkedin.com/company/avk-australia-pty-ltd,https://www.linkedin.com/company/6630145,avkcivil.com.au,"AVK Holding Australia is part of the AVK Group which takes pride in being one of the world’s leading international industrial manufacturers.AVK Australia incorporates AVK Valves, AVK Wang, AVK Currumbin, AVK Industrial Australia and AVK Complete Tapping Service.AVK provides market-based solutions fit for life in Australian cities, towns, and rural communities, utilising our local manufacturing footprint as well as AVK Global production supply chain to service pipeline infrastructure, water treatment, sewage processing, fire protection, irrigation, dams & and reservoirs, mining operations, and gas distribution.AVK has been in Australia for over 20 years, and we specialise in the manufacture of a high-quality range of customised valves, hydrants, couplings, repair clamps, tapping saddles, pipe fittings, accessories, and specialty products.We are proud to deliver forward-thinking, innovative solutions, not just products - ASK 4 AVK.To find out more about AVK Australia Civil, visit www.avkcivil.com.au Associated AVK Australia Civil companies:AVK Valves Pty Ltd559A Grand Junction RoadWingfield, SA 5013AustraliaT: +61 8 8368 0900E: enquiries@avkau.com.auAVK Wang Pty LtdCnr Sandford Road & Gibson StreetWangaratta, VIC 3677AustraliaT: +61 3 5722 7400E: enquiries@avkau.com.auAVK Currumbin Pty Ltd63 Currumbin Creek RoadCurrumbin, QLD 4223AustraliaT: +61 7 5589 4300E: enquiries@avkau.com.au",1998,,"Rosewater, South Australia, Australia",,,Wingfield,,,"559A Grand Jct Rd, Wingfield SA 5013, Australia",5013,+61+61883680900,industrial machinery manufacturing,machinery,,,"Valves,Hydrants,Couplings,Repair Clamps,Tapping Saddles,Fittings,Accessories,Australian Manufacturing,Water Infrastructure Pipelines,Water Treatment,Sewage Collection,Fire Protection,Gas Distribution,Marine,Dams & Reservoirs,Wastewater Treatment,Gate Valves,Butterfly Valves",Self-employed,https://www.facebook.com/AVKAustralia,"accessories, marine, water treatment, wastewater treatment, valves, fire protection, fittings, gas distribution, couplings, butterfly valves, dams, hydrants, gate valves, reservoirs, repair clamps, australian manufacturing, tapping saddles, water infrastructure pipelines, sewage collection",,"SiteCore, Outlook, Mobile Friendly, Microsoft-IIS, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, ASP.NET",,,,,
Hewitt,https://www.linkedin.com/company/hewitt-australia,https://www.linkedin.com/company/6577516,hewittfoods.com,"With a rich history in family farming, and passion to be the world’s most unique red meat supply chain, today we have over 200,000 livestock across 5.6 million acres of Australia – and the largest integrated supply chain of certified organic meat.We recognise the delicate balance between feeding the world, and nurturing the system that provides the food. Today that balance is more precarious than ever – it’s why our Purpose is to ‘feed the world with a system that lasts forever’. We’re delivering on this by applying a simple approach: we treat the land well, treat people well, and treat the animals well. All backed by the most rigorous external certification process.Today we are an end-to-end supply chain: from livestock production to branded retail-ready products that include Cleaver’s, Borrowdale and Warilba. We have career opportunities in our corporate headquarters, in our production facilities, and on the land. So if you love to be challenged, have strong initiative and thrive in a fast paced team, then consider Hewitt for the opportunity of a lifetime.",,,"Brisbane City, Queensland, Australia",,,Brisbane,,,,,,food production,,,,"Agribusiness,Manufacturing,Foods,Cattle,Beef,Sheep,Lamb,Pig,Pork,Animal Welfare,GAP,Free Range,ROC,Organic Certified,Carbon Neutral,Sustainability,Protein,Brands",Self-employed,,,,,,,,,
Bullivants,https://www.linkedin.com/company/bullivants,https://www.linkedin.com/company/111511,bullivants.com,"Bullivants is Australia’s oldest, largest and yet most progressive specialist provider of lifting, rigging, inspection and NATA accredited testing services to the industrial sector. We have specialised teams to assist and support you in 18 locations as well as 2 mobile sales and service trucks. We offer onsite testing and inspection services, minimising work disruption, eliminating transport costs and keeping you operational.With over 130 years’ experience, we know what it takes to stay ahead of the game. That’s why we offer the most innovative products and services, providing you with more of what you need.Bullivants is a part of the Wesfarmers group of companies and operates as a separate business under the Industrial Specialists Division. The support provided by the group strengthens Bullivants ability to provide industry leading service and solutions to our customers. Our nation-wide capabilities include rigging, lifting, testing, recovery, restraint, inspection and height safety.Our people, products, services, facilities and systems are uniquely focused on providing expert safety and load management solutions for our customers. We have built our business by working with our customers and developing our range of products and services around their requirements.We supply the construction, mining, agricultural, marine and transport industries. Call us on 1300 LIFTING today to speak to our expert team.",,,"Rooty Hill, New South Wales, Australia",,,Eastern Creek,,,,,,industrial machinery manufacturing,,,,"Lifting Slings,Hoisting,Wire Rope and Strand,Chain and Fittings,Rigging Fittings,Load Restraint,Fabricated Lifting Product,Materials Handling,Recovery Strops,Heavy Mining Rope,Height Safety,PPE,Testing and Inspection Services,Lifting Equipment Testing,Wire Rope Pressing,Online Asset Register,Load Testing,Technical Knowledge,Rigging Equipment",Self-employed,,,,,,,,,
Audika Australia,https://www.linkedin.com/company/audika-australia,https://www.linkedin.com/company/14567599,audika.com.au,"Over a billion people worldwide suffer from hearing loss. It is Audika’s ambition to help more people hear better. Healthy hearing may contribute to a higher quality of life, and people deserve to reach their full hearing potential. These ambitions are what the hearing care experts at Audika work for every day. Audika offers high quality expertise and hearing care at more than 300 Clinics across Australia, supporting hearing loss ranging from very mild through to severe. Audika is part of the Demant Group, a global group covering many areas of hearing healthcare – from diagnostic instruments and traditional hearing aids to bone anchored hearing devices – which has a history spanning over 100 years. ",,,,,,Sydney,,,"445 victoria ave, sydney, new south wales, australia, 2067",2067,1800340631,medical equipment manufacturing,medical devices,,,,Self-employed,https://www.facebook.com/AudikaAustralia ,,,"WordPress.org, Outlook, New Relic, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, Microsoft Azure Hosting, Google Tag Manager, ASP.NET",,,,,
Digga Australia,https://www.linkedin.com/company/diggaaustralia,https://www.linkedin.com/company/2353199,digga.com,"Digga is Australia's largest manufacturer of machinery attachments and planetary gearboxes. The business produces world-class gearboxes for some of the world's leading companies.Digga Australia is proudly 100% Australian privately owned, employing over 200 personnel in 3 company-owned facilities throughout Australia with facilities also in the UK and North America. Our 12,500sqm state of the art manufacturing facility in Brisbane, Australia boasts the ability to produce up to 95% of our componentry in-house.For more than 30 years Digga has led the industry in attachment design, manufacture and distribution. Established in 1981 Digga pioneered pendulum drilling in Australia and are today a leading Australian manufacturer of earthmoving machinery attachments. Digga currently exports to over 50 countries around the world.For more information on our range of machinery attachments visit www.digga.com Also read up on customer testimonials, product insights and usage on our blog: https://diggamachineryattachments.blogspot.com.au/?m=0 ",1981,,"Mount Warren Park, Queensland, Australia",,,Yatala,,,,,+6115639223319,machinery manufacturing,machinery,,,"Planetary Auger Drives,Customs Gearboxes,Skid Steer and Excavator Attachments,Machinery Attachments,Tractor Attachments,Custom Gearboxes",Self-employed,https://facebook.com/DiggaNorthAmerica,"custom gearboxes, tractor attachments, planetary auger drives, customs gearboxes, skid steer & excavator attachments, machinery attachments",,,,,,,
Ella Baché,https://www.linkedin.com/company/ellabache,https://www.linkedin.com/company/807630,ellabache.com.au,"At Ella Baché, we hold the philosophy of ‘skin solutions as individual as you are’ alongside the commitment to individual skin diagnosis and tailored treatments, allowing us to remain a unique position in the market as leaders.Why have we become Australia’s most respected skincare brands? It’s simple.• We were the first skincare franchise in Australia, with over 150 salons nationally• We own an elite beauty college which boasts an employment rate of 98%• Our introduction of cold epil wax product to Australia• The first renowned skincare to use fruit-acid (tomatoes), lanolin, cod liver oil and grenoble walnut in formulas for skin• Our locally produced sun range which promoted the Australian sporting lifestyle, first tested by Surfers on Sydney’s Northern Beaches.• We are one of the only skincare companies in Australia that dedicates a team of researchers to creating products for the Australian environment and lifestyle.• It offers the latest diagnostic tools and a product suite at the forefront of the skincare market that addresses all skincare concerns.Passionate about business and beauty? Becoming a franchisee is simple, all that is asked is a passion for the beauty industry and a drive to succeed. Ella Baché's target as a franchise network is to continuously look for steady growth within our strong network.",,,"Artarmon, New South Wales, Australia",,,Artarmon,,,,,+611300646950,manufacturing,,,,"Skincare Experts,Skin Diagnosis,Tanning,Suncare,Treatments,Men,Bodycare,Franchising",Self-employed,http://www.facebook.com/ellabache,,,,,,,,
Ashdown-Ingram,https://www.linkedin.com/company/ashdown-ingram,https://www.linkedin.com/company/1575483,ashdown-ingram.com.au,"Ashdown-Ingram is Australia and New Zealand’s largest distributor of automotive electrical and thermal control parts to the independent automotive aftermarket. With 55 branches, 500+ employees and a philosophy focussed on continuous improvement, the business offers customers a service level unparalleled in the specialist automotive industry.We boast the most comprehensive range of products (including alternators, starter motors, air conditioning components, radiators, lighting, auto electrical parts and accessories). We are the distribution choice for internationally respected brands such as, Bosch, Hella, Denso, Delco Remy, Sanden, Narva, CTEK, OEX Philips, Redarc, Leece-Neville and Ecco to name a few. Learn more about a career with Ashdown-Ingram at www.ashdown-ingram.com.au / www.ashdown-ingram.co.nz",1965,,"Hamilton, Queensland, Australia",,,Brisbane Airport,,,"Brisbane Airport, QLD",4008,+61733589400,motor vehicle manufacturing,automotive,,,"Automotive Electrical Parts & Accessories,Starter Motors & Alternators,Air-Conditioning & Radiators,LED Lighting",Self-employed,,"led lighting, accessories, airconditioning, radiators, starter motors, alternators, automotive electrical parts",37821000,"WordPress.org, Outlook, Mobile Friendly, Microsoft Office 365, Google Tag Manager, CloudFlare Hosting, CloudFlare CDN, CSC Corporate Domains, ASP.NET",,,,,
Invacare Australia & New Zealand,https://www.linkedin.com/company/invacare-australia,https://www.linkedin.com/company/419052,invacare.com.au,"Since 1885, Invacare has helped people with disabilities live life. Today, Invacare is a global leader in home and long term care medical products.Invacare Corporation, headquartered in Elyria, Ohio, is the global leader in the manufacture and distribution of innovative home and long-term care medical products that promote recovery and active lifestyles. Invacare employs approximately 2,200 associates and markets its products in 80 countries around the world. The Company is listed on the New York Stock Exchange under the symbol IVC.The Invacare Name combines three important features of a can-do personality: INnovation, VAlue and healthCARE.               Invacare Australia (www.invacare.com.au)Invacare products in Australia are supplied through both Invacare and a network of national dealers. Our Invacare Dealers pride themselves on excellent service and the quality of Invacare branded products.Invacare Australia’s Head Office and distribution centre is in Sydney (Australia).               Invacare NZ (www.invacare.co.nz)Based in Auckland, Invacare NZ employs 50 people and is a leading supplier of rehabilitation and home healthcare equipment. Our product range has expanded significantly to include all types of equipment and supplies used for home health care. While Invacare has a long track record of proven results, the company is still looking for opportunities to grow.              Invacare Corporation YouTube Channelhttp://www.youtube.com/user/InvacareCorp",1986,,"Sydney, New South Wales, Australia","North Parramatta, New South Wales, Australia",,Sydney,,,,,,medical device,medical devices,,,"medical device,medical equipment,clinical education,equipment rentals",Self-employed,,"medical device, medical equipment, equipment rentals, clinical education",,"reCAPTCHA, Outlook, Nginx, Mobile Friendly, Mimecast, Microsoft Office 365, Google Tag Manager, Eloqua, Drupal",,,,,
Philmac Pty Ltd,https://www.linkedin.com/company/philmac-pty-ltd,https://www.linkedin.com/company/93595,philmac.com.au,"Philmac is a world leader in the design and manufacture of fittings and valves for polyethylene pipelines. In addition and as a member of the Aliaxis group, Philmac also proudly distribute the very latest in plastic pipeline technology and expertise from over 80 sister company’s located around the world. This enables Philmac to deliver world class plastic pipeline solutions to the Australian rural, irrigation, plumbing, building, civil infrastructure and mining industries. Since its establishment in South Australia in 1929, the company’s enviable success has been achieved through a commitment to continuous improvement in quality, product design, innovation, manufacturing and customer service.Philmac developed the world’s first all-plastic compression fittings for polyethylene (PE) pipe in 1968 and its products are now viewed as the international benchmark.The exceptional quality and value of Philmac’s products has driven a strong expansion into global markets.Philmac exports almost half its product to more than 30 countries. Destinations range from North America and the Middle East to the United Kingdom, Europe, South East Asia, North Asia and Africa.",,,"Glandore, South Australia, Australia",,,North Plympton,,,,,+61883009200,plastics manufacturing,plastics,,,"Design and manufacture of fittings and valves for polyethylene pipelines,Distribution of latest global plastic pipeline technology,National Australian and UK sales staff and warehousing",Self-employed,"https://twitter.com/PhilmacAus, https://www.facebook.com/PhilmacAustralia","design & manufacture of fittings & valves for polyethylene pipelines, distribution of latest global plastic pipeline technology, national australian & uk sales staff & warehousing",,,,,,,sales@philmac.com.au
Jungheinrich Australia,https://www.linkedin.com/company/jungheinrich-australia,https://www.linkedin.com/company/14480747,jungheinrich.com.au,"German engineering, shaping the warehouse of the future, for Australia!As a global leading material handling and intralogistics provider, Jungheinrich has been driving the development of innovative, sustainable products and solutions for all aspects of material flow for more than 70 years. Present in 42 countries with direct sales companies, ~80 countries with partner companies and 11 production sites, Jungheinrich is a pioneer in material handling all over the world. Our more than 21,000 employees in 120+ countries ensure that the reliability of our products and systems is guaranteed under all circumstances. As a listed family business, our goal is to shape the warehouse of the future.With over 1,000,000 electric vehicles in use and particularly energy-efficient solutions in the field of lithium-ion technology, we have energy expertise that is unique in the industry. A comprehensive range of automated warehouse systems and software enables fully automated material handling. Combining economic, ecological and social responsibility is the focus of all business activities. Our corporate strategy 2025+ pursues the goal of creating sustainable value for all stakeholders.In Australia, we have 6 branches located in Sydney, Melbourne, Adelaide, Brisbane, Townsville and Perth, supporting our local Australian customers with best-in-class products and solutions, as well as after sales service. Learn more about how we could help your business with our innovative solutions:  www.Jungheinrich.com.auImprint/Legal Notice: https://www.jungheinrich.com.au/legal-notice-534298Data Privacy: https://www.jungheinrich.com.au/data-privacy-534300",,,"Dry Creek, South Australia, Australia",,,Adelaide ,,,,,,industrial machinery manufacturing,,,,"Logistics,Warehousing,New Forklift Sales,Used Forklift Sales,Rental Solutions,AGV's,Manitou ,TCM,Service Support ,Used Forklifts,Warehouse Racking,Forklifts,Forklift trucks,Material Handling,Automation,German forklifts",Self-employed,,,,,,,,,
RCR Mining Technologies,https://www.linkedin.com/company/rcr-mining-technologies,https://www.linkedin.com/company/19165644,rcrmt.com.au,"RCR Mining Technologies is a market leader in the design and manufacture of innovative, award-winning materials handling solutions. These award-winning processes and equipment solutions have improved mining efficiency across all commodities from coal to diamond. We provide a turn key delivery of crushing plants, apron, belt & hybrid feeders, stackers, belt reelers, scrubbers, conveyors, along with heat treatment, off-site repair, fabrication, equipment support and maintenance services.We are part of NRW Holdings Limited, an Australian owned provider of diversified services to the mining, energy, civil infrastructure and urban development sectors.RCR Mining Technologies has built a proud history and enviable reputation for delivering high-quality mining technologies to both national and international markets.Our drive for innovation and utilising award-winning, leading edge technology provides improvements in the efficiency, durability and value of industrial equipment and installations.",1975,,"Picton, Western Australia, Australia",,,Picton East,,,,,+61892324200,mechanical or industrial engineering,machinery,,,"Materials Handling,Apron Feeders,Belt Feeders,Hybrid Feeders,Stackers,Hydraulics,Concrete Remediation,Belt Reelers,Belt Turning Stations,Rubber and Specialty Lining Services,Process Plants,IPCC,Conveyors,Kiruna Wagons,Knife/Cut Off Gates,Scrubbers,Screens,Ball Mill Charges,Rod Mill Chargers,Marine Gangways,Specialised Mechanical Handling,Innovation,Heat Treatment,Off-Site Repairs,OEM Product Support",Self-employed,,"innovation, hydraulics, scrubbers, conveyors, materials handling, screens, heat treatment, process plants, apron feeders, belt feeders, hybrid feeders, stackers, concrete remediation, belt reelers, belt turning stations, rubber & specialty lining services, ipcc, kiruna wagons, knife, cut off gates, ball mill charges, rod mill chargers, marine gangways, specialised mechanical handling, offsite repairs, oem product support",,,,,,,
Club Assist,https://www.linkedin.com/company/club-assist-asia-pacific,https://www.linkedin.com/company/19013150,clubassist.com.au,"Club Assist specialises in battery technology, with specific expertise in the sourcing, storage and installation of automotive, motorcycle and marine batteries. We source batteries from the world’s largest battery manufacturers and analyse them in our Testing & Quality Assurance Facility to ensure they are fit for purpose and meet OEM specifications.Our focus on innovation and strong technical knowledge provide real solutions for our customers. Club Assist has an extensive supply chain network across Australia and New Zealand developed over the past 30 years.  Initially business partners, we are now owned and backed by the strength of the Australian Automobile Clubs.",,,"Carlton, Victoria, Australia",,,Melbourne,,,,,,motor vehicle manufacturing,,,,"Lead acid battery technology,Battery management and diagnostics,Automotive, marine, and motorcycle battery fitments and specifications,Alternator and starter motor fitment,Battery testing and analysis,Energy storage solutions",Self-employed,,,,,,,,,
Haneco Lighting Australia,https://www.linkedin.com/company/haneco-lighting-australia,https://www.linkedin.com/company/7963678,haneco.com.au,"Celebrating over 13 years of innovation and growth in the Australian LED lighting industry!Haneco has its headquarters in Adelaide, along with many offices, warehouses and representatives across Australia (Melbourne, Sydney, Canberra, Brisbane, Cairns, Darwin, Perth and Hobart). Wholesaler PartnersThe friendly sales and customer support teams work with Australia’s best electrical wholesalers. Together they make our ever-expanding range of products available to contractors and the general public. In turn, they are backed up by our dedicated warehouse staff who pride themselves on picking orders efficiently, accurately and getting them delivered on time.Lighting DesignOur MIES qualified lighting design team provides expert design services across the country. Ensuring clients achieve the best possible lighting solution for every project through intelligent lighting design using high quality, energy efficient luminaires and leading edge control technology.Research & DevelopmentOur product and technical teams across Australia are highly experienced and qualified people who are dedicated to product development and innovation. Because of them, we always keep up with advances in LED technology and are improving our products all the time.Product Testing & CertificationThe technical team test our products to make sure that there are no faults and that the products do precisely what the specifications say. The products are fully compliant with Australian standards. We devote a lot of time to quality control so that we meet the stringent demands of the government energy savings schemes VEET, REES and IPART. Because of this, dozens of our lights are approved for use in these schemes. We are also a member of the Lighting Council Australia.Leading the wayWe are a professional, award-winning organisation with well over 70 staff and still growing. A marketing department and essential administrative staff complete a company proving to be the best in our field.",,,"Glandore, South Australia, Australia",,,Netley,,,,,,"appliances, electrical, and electronics manufacturing",,,,"LED lighting,LED downlights,LED strip lighting,Residential LED lighting,Commercial LED lighting,Industrial LED lighting,LED floodlights,Project lighting,Lighting simulation,Lighting design,smart home,LED Highbay lighting,Australian owned and operated ,Energy efficient lighting,Lighting control,Lighting integration,Lighting innovation,Lighting projects",Self-employed,,,,,,,,,
Haymes Paint,https://www.linkedin.com/company/haymespaint,https://www.linkedin.com/company/952445,haymespaint.com.au,"Born in Ballarat in 1935, Haymes Paint is the outcome of Henry Haymes’ passion to provide quality and innovative paint and coating products to all Australians. Over the years, each family member has taken care to hand on the commitment and passion for crafting quality products. After all, it is our name and reputation on the can.But that doesn’t mean that we have been resting on our laurels.  We're driven to bring new and innovative products to market, ensuring our customers always have the best. We live and breathe our values of individuality, independence and integrity. It's why you can be sure we'll never treat you like a number and never take shortcuts with the quality of our products or our service. We remain committed to supporting other family-owned businesses whether that be the local Paint Specialists and Hardware stores that stock our paint or the professional trade painting contractors who use Haymes Paint every day.Today our family run business is led by the third generation of Haymes. We are still Australian Made and Owned and based in Ballarat, where it all began. With a network of over 50 Haymes Paint Shops and 35 PaintRight stores and partnering with more than 220 independent paint specialists and hardware stockists across Australia, every Australian has the opportunity to experience Haymes Paint. ",1935,,"Kennington, Victoria, Australia",,,Ballarat,,,"25 scott parade, ballarat, victoria, australia, 3350",3350,+611800033431,"paint, coating, and adhesive manufacturing",mechanical or industrial engineering,,,,Self-employed,"https://twitter.com/haymespaint, http://www.facebook.com/haymespaint",,,,,,,,
Yamaha Motor Australia Pty Ltd,https://www.linkedin.com/company/yamahamotoraustralia,https://www.linkedin.com/company/8317744,yamaha-motor.com.au,"Yamaha Motor Australia distributes Yamaha motorcycles, scooters, ATVs/SSVs, outboards, water vehicles, boats, golf cars, generators and accessories across Australia and New Zealand. Yamaha also and provides consumer and wholesale finance and insurance services through an extensive dealer network.Yamaha's corporate history has taken a path where “people” are the fundamental element and our product creation and other corporate activities have always been aimed at touching people’s hearts. Our goal has always been to provide products that empower each and every customer and make their lives more fulfilling by offering greater speed, greater mobility and greater potential.Said in another way, our aim is to bring people greater joy, happiness and create Kando* in their lives.As a company that makes the world its field and offers products for the land, the water, the snowfields and the sky, Yamaha Motor strives to be a company that “offers new excitement and a more fulfilling life for people all over the world” and to use our ingenuity and passion to realise peoples’ dreams and always be the ones they look to for “the next Kando.”What is Kando?Kando is a Japanese word for the simultaneous feeling of deep satisfaction and intense excitement that people experience when they encounter something of exceptional value.",1955,,"Woodpark, New South Wales, Australia",,,Wetherill Park,,,,,+61265836060,motor vehicle manufacturing,automotive,,,,Self-employed,,,,,,,,,
Peter Warren Automotive,https://www.linkedin.com/company/peter-warren-automotive,https://www.linkedin.com/company/395644,peterwarren.com.au,The Peter Warren Automotive Group is a family owned group of automotive dealerships founded in 1958 in South West Sydney,,,"Mount Pritchard, New South Wales, Australia",,,Warwick Farm,,,,,,automotive,motor vehicle manufacturing,,,Automotive Retailers,Self-employed,,,,,,,,,info@peterwarren.com.au
CEA,https://www.linkedin.com/company/construction-equipment-australia,https://www.linkedin.com/company/17936527,cea.net.au,"CEA is a leading distributor for world-renowned capital equipment brands. We distribute JCB, Atlas Copco, Ditch Witch, and Dynapac products.We supply our diverse range of equipment to industries such as construction, agriculture, government, defence, waste management, mining and civil works.CEA is a privately owned business with 5 branches, over 70 dealer outlets and more than 170 employees.We provide sales, parts and service Australia-wide through our network of branches and dealers.The trusted relationships that we have built with our communities, customers, dealers and employees continue to create shared successes.PART OF THE CFC GROUP OF COMPANIES – Think Safe Act Safe.",1981,,"Len Waters Estate, New South Wales, Australia",,,Horningsea Park,,,,,+611300788757,machinery manufacturing,machinery,,,Construction Equipment,Self-employed,,construction equipment,,,,,,,
M2P Engineering,https://www.linkedin.com/company/m2pengineering,https://www.linkedin.com/company/18083227,m2p.com.au,"M2P Engineering is a leading provider of end-to-end engineering, construction, and maintenance services to a wide variety of clients. Servicing nationwide projects, we have branch facilities located in NSW, WA, SA & QLD, with our head office based in Teneriffe, Brisbane. We have extensive experience in project delivery from initial concept design through to onsite completion. Our team consists of experienced personnel in the Oil, Gas & Energy, Water Infrastructure, and Mining & Minerals fields. Our teams are highly capable and experienced within the engineering, construction and maintenance areas of project delivery. M2P Engineering also designs, engineers and manufactures inflatable safety products which are predominantly used in underground mining however, we custom design these inflatables to be used in a wide variety of other areas such as, tanks, pipes, chutes and vessels.M2P Engineering prides itself on working with clients, project stakeholders and employees in a collaborative and transparent manner to ensure overall alignment throughout a project's delivery phase and to deliver value for all key groups associated with the project.  We continue to do this with our core base of clientele and look to add to this core base daily. M2P Engineering is ISO accredited with an Integrated Management System (IMS) of ISO 9001:2015, ISO 14001:2015 and ISO 45001:2018.  The implementation of the IMS is to improve and sustain the overall performance of our business, products, and services that we deliver to our clientele. ",2017,,"Teneriffe, Queensland, Australia",,,Teneriffe,,,,,+61732134600,industrial machinery manufacturing,machinery,,,"Project Delivery,SMP Construction,Mechanical Maintenance,Bulk Materials Handling Systems,Underground Construction Projects,Overhead Protection Solutions,UG Mine Ventilation Solutions,Mine Sealing Solutions,Oil&Gas,Energy,Major Projects",Self-employed,,"project delivery, mechanical maintenance, smp construction, bulk materials handling systems, underground construction projects, overhead protection solutions, ug mine ventilation solutions, mine sealing solutions",,,,,,,
Mitolo Family Farms,https://www.linkedin.com/company/mitolo-family-farms,https://www.linkedin.com/company/3548178,mitolofamilyfarms.com.au,"There is no greater joy to be had than when a family gathers. And nothing brings a family together like food. This is something the Mitolo family understands well and why they’ve been passionate about bringing quality produce to the tables of Australian families for over 50 years. Founded in 1972 by Bruno and Angela Mitolo, the business now has major packing sheds located in Hillston, NSW and Virginia, South Australia and their farms are located in Riverland, Mallee and Virginia in SA and Hillston, NSW regions.A constant drive to excel has made Mitolo Family Farms the market leader. This relentless ambition has also ensured they continue to innovate and bring new products to market. From the world’s first, lower-GI potato to their low carb variety and many others, there is a product to suit all needs and tastes.",,,"Virginia, South Australia, Australia",,,Virginia,,,,,,food and beverage manufacturing,,,,"Agriculture,Farming,Potatoes,Onions,Olive Oil,Wine,Vineyards,Cropping,Production",Self-employed,,,,,,,,,
