company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Hobsons Bay City Council,https://www.linkedin.com/company/hobsons-bay-city-council,https://www.linkedin.com/company/1575265,vic.gov.au,"At Hobsons Bay City Council, we’re working towards being a Council of Excellence. We know the importance of having the right people in the right jobs, so we are proud to offer career development and learning opportunities that assist you in the achievement of your career goals. We pride ourselves on offering flexible employment conditions that will support you in achieving work/life balance that is right for you.Come and join a team of passionate, enthusiastic and professional people, who take pride in delivering quality services to our community. If you thrive in a challenging, diverse and rewarding workplace, consider Hobsons Bay for your next career move.At Hobsons Bay, our mission is ‘we will listen, engage and work with our community to plan, deliver and advocate for Hobsons Bay to secure a happy, healthy, fair and sustainable future for all’, and this mission and our values are present in everything we do.  Our employees and community love Hobsons Bay for its vibrant atmosphere and sense of community, its bayside location and proximity to the Central Business District, its character housing and above all its people. For many it’s an ideal place to work, live and play. Hobsons Bay City Council understands the importance and value of a diverse workplace. We truly believe that our employees and community will benefit from proactive approaches to positive, inclusive and barrier-free recruitment practices that actively engage and embrace the diversity of individuals. We support the employment of people from culturally and linguistically diverse communities, Aboriginal and Torres Strait Islander peoples, LGBTQIA+ and gender diverse persons and people with disability.To make your next career move to Hobsons Bay City Council, where your career is our success.",,,"Altona, Victoria, Australia",,,Altona,,,,,,government administration,,,,,Self-employed,,,,,,,,,
Court Services Victoria,https://www.linkedin.com/company/court-services-victoria,https://www.linkedin.com/company/18688424,vic.gov.au,"Court Services Victoria (CSV) was established on 1 July 2014 as an independent statutory body corporate to provide corporate and administrative services that support judicial independence in the administration of justice in Victoria. CSV provides support services to:•	Supreme Court of Victoria•	County Court of Victoria•	Magistrates’ Court of Victoria•	Children's Court of Victoria•	Coroners Court of Victoria•	Victorian Civil and Administrative Tribunal•	Judicial College of Victoria•	Judicial Commission of VictoriaCourt Services Victoria is the employer of staff at all Victorian courts and tribunals, the Judicial College of Victoria, and the Judicial Commission of Victoria. CSV offers a wide range of legal and non-legal career opportunities as well as attractive employee benefits.",2014,,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"223 William St, Melbourne, Victoria 3000, AU",3000,,government administration,,,,,Self-employed,,,,"Vimeo, Varnish, Route 53, Outlook, Nginx, Mobile Friendly, Mimecast, Microsoft Office 365, MailJet, Google Analytics, Drupal, Amazon AWS",,,,,
Department of Education and Training,https://www.linkedin.com/company/department-of-education-nt,https://www.linkedin.com/company/18259653,nt.gov.au,"At the Department of Education and Training, we are committed to a strong public education system that ensures equity and gives every child the opportunity to engage, grow and achieve.  Schools are at the heart of everything we do as we work to become the most improving education system in Australia.We deliver high-quality education services to more than 33,000 students across the Northern Territory's 153 government schools. We offer a range of services extending across early childhood, preschool, primary, middle and secondary schools, specialist schools, colleges, boarding facilities and after hours school programs. Our students are our future leaders and we are dedicated to providing them with a solid learning platform to become confident and capable global citizens.Our team is made up of more than 4200 employees located across urban, rural, remote and very remote areas. Our diversity is one of our greatest strengths. A career in the Northern Territory provides a chance to make a difference in our communities by positively impacting Territory youth and helping to build brighter futures for our children.",,,"Darwin City, Northern Territory, Australia",,,Darwin,,,"11 export drive, east arm, northern territory, australia",822,+610889470965,education administration programs,government administration,,,"School,Education,Aboriginal Affairs,Vocational education,Educational research,Training and Apprenticeships,Special Education and Early Childhood programs and learning",Self-employed,https://www.facebook.com/EducationNT/,"education, school, vocational education, educational research, aboriginal affairs, training & apprenticeships, special education & early childhood programs & learning",3978000,"reCAPTCHA, Zendesk, YouTube, WordPress.org, Vimeo, UltraDns, Typekit, Shutterstock, ShareThis, Nginx, Multilingual, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, MailChimp, Google translate widget, Google translate API, Google Tag Manager, Google Play, Google Maps (Non Paid Users), Google Maps, Google Font API, Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Like Button, Facebook Custom Audiences, F5 BIG-IP, Drupal, CampaignMonitor, Bootstrap Framework, Apache, Adobe Media Optimizer, AddThis, ASP.NET",,,,,
Knox Grammar School,https://www.linkedin.com/company/knox-grammar-school,https://www.linkedin.com/company/8754419,nsw.edu.au,"Established in 1924, we are proud of our innovative approach to education. We are located in Wahroonga on Sydney's North Shore and operate three campuses:- Knox Prep - our K-6 campus for boys- Wahroonga Prep - our co-educational Pre-K to Year 6 campus for girls and boys- Knox Senior School - our Years 7 to 12 campus for day boys and boardersKNOX OFFERS:- Individual academic support through quality teaching- A world-class positive psychology and mentoring program- Uniting Church faith and leadership- State-of-the-art facilities and resources- Innovation and technology in all aspects of school life- Sports, musical, drama, visual arts and recreational opportunitiesWe enable children to succeed and grow into young people of faith, wisdom, integrity, compassion and courage.",,,"Wahroonga, New South Wales, Australia",,,Wahroonga,,,,,,education administration programs,,,,"Secondary education,Alumni ,Primary Education",Self-employed,,,,,,,,,
DEPT OF EDUCATION SERVICES,https://www.linkedin.com/company/dept-of-education-services,https://www.linkedin.com/company/6505418,wa.gov.au,"DEPT OF EDUCATION SERVICES is an education management company based out of 22 HASLER RD, OSBORNE PARK, WA, Australia.",,,"Herdsman, Western Australia, Australia",,,OSBORNE PARK,,,,,+61893674674,education administration programs,government administration,,,,Self-employed,,,8748000,"Outlook, Microsoft Office 365, Microsoft Azure Hosting",,,,,
Revenue NSW,https://www.linkedin.com/company/revenuensw,https://www.linkedin.com/company/3707,nsw.gov.au,"Revenue NSW, a part of the Department of Customer Service, is the state’s principal revenue management agency. We are responsible for collecting revenues, administering grants and recovering debts to fund essential State services for the people of NSW in a fair, efficient, and timely manner. For job opportunities in Revenue NSW and NSW Government, visit: https://iworkfor.nsw.gov.au/ Our community guidelines:https://www.nsw.gov.au/customer-service/access-to-information/dcs-social-media-community-guidelines",2017,,"Harris Park, New South Wales, Australia",,,Parramatta,,,,,+61278086900,government administration,,,,,Self-employed,,,,,,,,,
PFEC Global,https://www.linkedin.com/company/pfec-global,https://www.linkedin.com/company/18180133,pfecglobal.com.au,"“We Bring Dreams to Reality by providing Educational and Migration consultancy to international students”. We offer personalized and dedicated support to our clients throughout their entire journey towards achieving Education and Migration goals.Our Journey started with a single office in 2006 in Melbourne, Australia and since then we have expanded to different geographies Sydney and Adelaide in Australia, Dhaka and Chattogram offices in Bangladesh, Kolkata & Ahmedabad offices in India and Colombo office in Sri Lanka. Our multifield growth across the segments is a testimony to our commitment to professionalism, persistent hard work, as well as efficient and effective teamwork. At present, PFEC Global represents over 550 educational institutions globally including: • Renowned Universities• TAFEs• Colleges and Tertiary schools We are deeply committed to supporting the decision made by you for a smooth path to higher studies and migration with the hassle-free process with interactive one-to-one personal counselling process through our experience Education Counselor and Registered Migration Agent, which helps us to ensure that we can give you specifically tailored service based on your needs. We understand how difficult this transition is, and we pride ourselves in being with our clients every step of the way.Since 2006, PFEC Global has helped realize the dreams of 22,000+ students from different nationalities with the help of our partners. Our defined processes, vast experience, committed workforce, and uncompromising work ethics helps us deliver the best possible service and pleasant experience in educational and career undertakings for all of our clients.",2006,,"Carlton, Victoria, Australia",,,Melbourne,,,,,+61423311259,education administration programs,government administration,,,"Migration,Student Visa,Partner Visa,Visitor Visa,Professional Year,PTE,NAATI,IELTS,Australia Migration",Self-employed,"https://twitter.com/pfecglobal, https://www.facebook.com/PFEC.Studyabroad/","student visa, partner visa, ielts, migration, pte, visitor visa, naati, professional year, australia migration",15000000,"reCAPTCHA, YouTube, WordPress.org, Mobile Friendly, Microsoft Office 365, MailChimp SPF, Google Tag Manager, Google Font API, Google Apps, Google Analytics, Gmail, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Bootstrap Framework",,,,,
KU Children\'s Services,https://www.linkedin.com/company/ku-children%27s-services,https://www.linkedin.com/company/3724921,ku.com.au,"At KU, children find their voice. Curious and social, they’re ready for the world. They’re happy with who they are, and interested in who you are. No matter how big the conversation, they have their say. In KU’s 130 services, children experience high quality early education preschool, child care, early intervention and inclusion programs, and small acts of kindness happen every day. They learn it’s OK to be different, and we can all be different, together. KU is our place where we all belong - a safe, calm community of children, parents and educators. It’s our team of qualified, experienced employees that make KU unique, and underpin the “KU Difference”. All KU staff enjoy comprehensive and ongoing support. And having been awarded Employer of Choice every year since 2016, it’s no wonder so many staff choose to grow their careers at KU. For more information about joining the KU team, visit our Careers page https://www.ku.com.au/careersProudly not for profit since 1895, KU has a strong commitment to supporting disadvantaged, isolated and marginalised children and families through social investment. To donate today visit the KU Marcia Burgess Foundation https://www.ku.com.au/childcare/about-us/ku-marcia-burgess-foundation",1895,,"Millers Point, New South Wales, Australia",,,Sydney,,,"129 York St, Sydney, NSW 2000, AU",2000,+610292648366,education administration programs,government administration,,,"Early Childhood Education,Long Day Care,Preschool,Inclusion Support,Professional Development and Training",Self-employed,https://www.facebook.com/KUChildrensServices/,"early childhood education, preschool, professional development & training, long day care, inclusion support",12235000,"The Trade Desk, Vimeo, Postmark, Outlook, Oracle Cloud, Multilingual, Mobile Friendly, Microsoft Office 365, MailChimp SPF, Google translate widget, Google translate API, Google Tag Manager, DNS Made Easy, BugHerd, Bootstrap Framework",,,,,marketing@ku.com.au
The Scots College,https://www.linkedin.com/company/the-scots-college,https://www.linkedin.com/company/414152,scots.college,"The Scots College is one of the oldest and most reputable boys'​ schools in Australia. Scots is a non-selective Presbyterian GPS boys'​ school for day and boarding students. We draw students from across Sydney, New South Wales and many different nations from around the world. The College defends the honourable traditions, adventures and learning of boys. Our vision is focused on the education, pastoral care, nurture and development of fine Scots boys who are inspired to learn, lead and serve as they strive for excellence together.  Our academic and support staff highly value the strong sense of community and encouraging environment that exists at the College. We employ professional, experienced and hardworking staff who in return are offered outstanding opportunities for career development, leadership, travel and new experiences. At The Scots College, you never labour alone and always belong to a team who enjoy working alongside you and champion your accomplishments. For further information please visit our website at scots.college.",,,"Bellevue Hill, New South Wales, Australia",,,Bellevue Hill,,,,,,education management,education administration programs,,,Education,Self-employed,,,,,,,,,
Camp Australia,https://www.linkedin.com/company/camp-australia,https://www.linkedin.com/company/518291,campaustralia.com.au,"At Camp Australia, children are at the heart of everything we do. We guide children’s growth before school, after school and on their holidays. Our engaged educators foster a safe, inclusive environment where children can relax, have fun and grow.At Your OSHC by Camp Australia, our experienced team of educators provide a supportive space for children to continue their development, build confidence and socialise with their friends before school, after school and on pupil free days. Rocketeers takes children on extraordinary adventures during their school holidays. The holidays are a child’s time, and our exciting and varied Holiday Club programs ensure that children have the best school holidays.We partner with government, independent and religious schools across Australia. As every school is different, and every child is unique, we tailor our programs to consider each school, their community, their parents and children. We are continually improving the quality of our service delivery as we strive to deliver Service Excellence every day, every session.",1987,,"Caulfield East, Victoria, Australia",,,Malvern East,,,"Level 1, 207-213 Waverley Road, Malvern East, Victoria 3145, AU",3145,+611300105343,education administration programs,government administration,,,"Outside School Hours Care,School Holiday Programs,Before School Care,After School Care,Pupil Free Day Care",Self-employed,"https://twitter.com/CampAustralia, https://www.facebook.com/CampAustralia/","school holiday programs, after school care, outside school hours care, before school care, pupil free day care",15000000,"The Trade Desk, WordPress.org, Sendgrid, Outlook, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, Microsoft Azure Monitor, Microsoft Azure, Microsoft Application Insights, MailChimp SPF, Google Tag Manager, Google Play, Google Maps (Non Paid Users), Google Maps, Google Font API, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Cloudflare DNS, CloudFlare Hosting, Bootstrap Framework, ASP.NET",,,,,
BUSY At Work,https://www.linkedin.com/company/busyatwork,https://www.linkedin.com/company/602569,busyatwork.com.au,"BUSY At Work is part of The BUSY Group — a nationwide apprenticeship, employment, alternative education and skills provider. We remain committed to our mission of having more people in jobs, more people learning new skills, and more communities exposed to positive change in partnership with government, employers and industry.",,,"Labrador, Queensland, Australia",,,Southport,,,,,,education administration programs,,,,"Apprenticeships Services,Job Servicers,Community Services,Employment Solutions,Apprentice Solutions,Traineeship Services",Self-employed,,,,,,,,,info@busyatwork.com.au
Carey Baptist Grammar School,https://www.linkedin.com/company/careygrammar,https://www.linkedin.com/company/1083379,carey.com.au,"Carey is an independent co-educational school for students from 3-year-old Kindergarten to Year 12. Students are at the centre of everything we do at Carey, as the school aims to provide a balanced education that equips its students for life in the wider community. With an open entry policy, and a commitment to maintaining a whole-school 50:50 gender ratio, we are proud of a school environment that provides all of our students the opportunity to flourish. Since 1923, Carey has steadily built a reputation that now places it as one of the best schools in Victoria. The school continues to strive for success by ensuring that it has the best staff, modern facilities, and a meaningful wellbeing program that supports its students all the way. With a genuine commitment to the proven philosophy of positive education, Carey strives to develop wise, independent, resilient and motivated young people.",,,"Kew, Victoria, Australia",,,Kew,,,,,,education administration programs,,,,"Education,Early Childhood to Senior School",Self-employed,,,,,,,,,
Parliament of Australia,https://www.linkedin.com/company/parliament-of-australia,https://www.linkedin.com/company/19024578,aph.gov.au,,,,,,,,,,,,,government administration,,,,,Self-employed,,,,,,,,,
Catholic Education Western Australia,https://www.linkedin.com/company/catholiceducationwa,https://www.linkedin.com/company/2477641,cewa.edu.au,"Catholic Education Western Australia provides quality, faith-based learning and teaching, with more than 80,000 students at 162 schools and colleges across the state. With a focus on the development of the whole person - intellectual, spiritual, social, physical and emotional development - Catholic Education is the state’s second largest education sector, educating almost 20% of all school-aged children in Western Australia.",,,"Leederville, Western Australia, Australia",,,Leederville,,,"50 ruislip street, leederville, western australia 6007, au",6007,,education administration programs,education management,,,Education,Self-employed,,education,,,,,,,
Surf Life Saving Queensland,https://www.linkedin.com/company/lifesavingqld,https://www.linkedin.com/company/1613976,lifesaving.com.au,Surf Life Saving Queensland is the state's peak aquatic rescue authority and is one of the largest volunteer-based community service organisations in Australia.,1930,,"West End, Queensland, Australia",,,South Brisbane,,,"18 Manning Street, South Brisbane, Queensland 4101, AU",4101,+61738468000,public safety,,,,"Lifesaving Services,Australian Lifesaving Academy Queensland,Surf Sports,Community Education,Membership Services,Fundraising",Self-employed,"https://twitter.com/lifesavingqld, https://facebook.com/SurfLifeSavingQueensland","fundraising, community education, membership services, lifesaving services, surf sports, australian lifesaving academy queensland",6450000,"YouTube, WordPress.org, VueJS, React Redux, Outlook, Nginx, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, Hubspot, Google Tag Manager, Amazon AWS",,,,,
NSW Public Works,https://www.linkedin.com/company/nswpublicworks,https://www.linkedin.com/company/13175823,nsw.gov.au,"Planning and building a NSW that works, together.NSW Public Works supports local and state government agencies to deliver critical infrastructure initiatives by providing expert advisory, planning, design, delivery and support services.  There’s nothing abstract about what we do. Just look around. Our work is in the hospitals, dams, water treatment plants and high schools – the real foundations of prosperous communities.  Every day we help shape the ambitious projects that bring progress to more people in NSW. From forging a more sustainable relationship with the land around us to engineering the big ideas of the future. In every challenge we see the chance to build stronger and more connected communities. We do this by developing solutions that show creativity and grassroots ingenuity, providing impartial advice and support at all levels of government and the private sector, and partnering with experts to maximise the benefits of our knowledge and experience.In NSW Public Works offices all over the state, you’ll find local expertise for local issues. We uncover the best talent, scrutinise cost and risk, and bridge the gap between the private sector and government. By managing these nuances, projects we work on don’t just get done, they become benchmarks others aspire to.",,,"Harris Park, New South Wales, Australia",,,Parramatta,,,,,,government administration,,,,"Asset Management, Heritage Asset Advisory, Capital Programs, Developments, Building, Procurement,Water, Wastewater, Water Planning, Stormwater, River Structures, Dams, Coastal,Environment and Sustainability, Roads and Bridges, Waste, Technical Support, Surveying and Spatial,Engineering Emergency Management, Natural Disaster Relief,Facilities Management,Infrastructure Project Management,Digital Engineering,Project Management,Procurement,GC21 Training,Heritage advisory,Minister's Stonework Program,Sustainability,Project Assurance",Self-employed,,,,,,,,,
Ravenswood School for Girls,https://www.linkedin.com/company/ravenswood-school-for-girls,https://www.linkedin.com/company/9900438,nsw.edu.au,"Welcome to Ravenswood School for Girls, one of Australia’s leading independent girls’ schools. Ravenswood is a Uniting Church, Prep to Year 12 Day and Boarding school. We believe an inspiring education is the spark to ignite the potential in all of our students. A multi-award-winning Positive Education and wellbeing school, ranked in the top 20 of schools in NSW, Ravenswood is the only school of the upper North Shore to offer students a flexible choice of the HSC or the IB Diploma. Ravenswood has received a series of accolades for its transformative work in wellbeing and innovation, including Australian Education Excellence Award for Best Student Wellbeing Program in 2021 and 2022, Excellence Award for Principal of the Year and Boarding School of the Year in 2022, and three Innovative Schools Awards in 2018, 2019 and 2020.",,,"Gordon, New South Wales, Australia",,,Gordon,,,,,,primary and secondary education,education administration programs,,,,Self-employed,,,,,,,,,
Trio World Academy Bangalore,https://www.linkedin.com/company/trio-world-academy-bangalore,https://www.linkedin.com/company/346174,trioworldacademy.com,"TRIO World Academy (TWA) is an authorised IB World School based in Bengaluru, INDIA. TWA is an international day school offering IB Primary Years Programme (IB PYP), Cambridge Secondary 1, IGCSE  and IB Diploma Programme (IBDP). Our core values are Leadership, Excellent Academics, Discipline, and Service (LEADS)We have been recognised as an Institution of Happiness (IoH) by QS I-GAUGE.Learners from 25+ countries have chosen TWA as their destination for securing an international education that prepares them for the world of the future. We are a student-centric educational institution and believe in the power of healthy teacher-student relationships. We nurture the skills of inquiry, critical thinking, analysis, and research in our multicultural student community. Our students are nurtured into self-aware, open-minded, compassionate and caring individuals who are not afraid to take initiative and risks. TWA encourages among its students a strong sense of fairness and justice, and with respect for the dignity and rights of people everywhere.We have a robust University Counseling and Placement Programme for learners aspiring to pursue higher education in the world's best universities.",2007,,"Bengaluru, Karnataka, India",,,Bangalore,,,3 Kodigehalli Main Road,560092,+918040611222,education administration programs,government administration,education management,,"Air-conditioned Class Rooms with outstanding Infrastructure,IB PYP,IB Diploma,IGCSE,CAIE,Cambridge,IB World School,International School,ESL",Self-employed,,"international school, cambridge, igcse, esl, sen, ib diploma, ib world school, ib pyp, airconditioned class rooms with outstanding infrastructure, caie",,,,,,,
Moriah College,https://www.linkedin.com/company/moriah-college,https://www.linkedin.com/company/3543246,nsw.edu.au,"From Early Learning to graduation, Moriah College students experience an exciting learning journey through which they're encouraged to develop their unique skills and abilities to become future-ready, innovative young adults, prepared for a world that's changing fast.Our strategy advocates a growth mindset infused with optimism and resilience, inspiring students to think of themselves as having limitless potential, and by combining high quality academic studies with a wide range of co-curricular activities, we give our students every opportunity to differentiate and personalise their school experience to ensure progress and success.At Moriah, our students feel supported and safe to express themselves, empowered with a drive for discovery by embracing Judaism within a Modern Orthodox Zionist framework that encourages an interest in their culture, an engagement with their heritage, responsibility for members of their community, and a sense of belonging to a great family - the Jewish people.Using their knowledge, skills and experience, our enterprising, qualified and highly skilled teachers creatively use a range of best-practice teaching and learning strategies to cater to the unique needs of your child and to motivate, educate and inspire each of their students to become independent, enthusiastic and innovative inquirers, both in the classroom and the world outside.Lighting their way to personal discovery, Moriah college aims to kindle within all our students the strength and knowledge to spark their curiosity and ignite their passions in order for them to shine through their achievements.",,,"Queens Park, New South Wales, Australia",,,Sydney,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
Ascham School,https://www.linkedin.com/company/ascham-school,https://www.linkedin.com/company/1263221,nsw.edu.au,"Ascham is a non-selective day and boarding school for girls from Prep to Year 12 supporting girls to develop into confident, independent, compassionate young women with a sense of purpose in the world.",,,"Mosman, New South Wales, Australia",,,Edgecliff,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
Altus Traffic Australia,https://www.linkedin.com/company/altus-traffic-australia,https://www.linkedin.com/company/762468,altustraffic.com.au,"Altus Traffic is Australia's largest traffic management company, creating value for over 1,300 customers by managing their safety, commercial and reputational interests through the delivery of expert traffic management.Operating from 24 depots in 6 States, we deliver more than 2.5m hours of services annually, leveraging an immense resource base of over 2,000 field staff, 1,000 vehicles and countless ancillary traffic devices.Our teams simplify and solve the traffic management requirements of organisations in the utilities, civil construction & maintenance, rail, events, government and communications sectors, among which we have extensive networks.We are also visible and active in the support of public policy development and initiatives that promote road safety for vulnerable road users.Core traffic management services are complimented by specialist operating divisions spanning traffic engineering services, event management services and a registered training organisation.National operations are supported by a highly systemised, technology driven back office, with functional executives driving continuous improvement and performance across operations, safety, growth, finance and human resources.Governance is further embedded through the operation of the Altus Board, consisting of both Executive and Non-Executive Directors with specialities in technology, industrial relations, logistics and capital markets.Altus is professional and future-oriented, helping to shape its market and continuing to evolve its business model to improve quality, safety, social and value outcomes for its customers.",2002,,"Port Melbourne, Victoria, Australia",,,Port Melbourne,,,"Level 1 660 Lorimer Street, Port Melbourne, Victoria 3207, AU",3207,+611300136530,public safety,,,,"Traffic Management,Traffic Control,Traffic Management Planning,Traffic Engineering,Event Management(Traffic),Traffic Control around Infrastructure Installs eg NBN cabling",Self-employed,"https://twitter.com/altustraffic, https://www.facebook.com/altustrafficaustralia/","event management, traffic engineering, traffic management, traffic control, traffic management planning, traffic control around infrastructure installs eg nbn cabling",445200000,"Vimeo, Typekit, Salesforce, Postmark, Outlook, Mobile Friendly, Mimecast, Microsoft Office 365, MailJet, MailChimp SPF, Google Tag Manager, Amazon SES",,,,,
Xavier College,https://www.linkedin.com/company/xaviercollege,https://www.linkedin.com/company/602057,vic.edu.au,"Xavier College first opened in 1878 and has a proud history as an Australian educational institution. At Xavier College, we nurture and educate students from 3-year old Kindergarten all the way through to their Year 12 VCE results celebrations. We have two campuses in Kew, Burke Hall and the Senior Campus.As a Catholic school within the spiritual tradition of St Ignatius Loyola, Xavier College belongs to a worldwide network of Jesuit schools whose origins lie in a vision he formulated four-and-a-half centuries ago.  A Jesuit education has a clear purpose: the development of a well-rounded Christian person of competence, conscience and compassion who will be of service in the world and has the generosity to make a contribution.",1878,,"Kew, Victoria, Australia",,,Kew,,,"135 barkers road, kew, victoria 3101, au",3101,+61398545411,education administration programs,government administration,,,,Self-employed,"https://twitter.com/XavierCollege, https://www.facebook.com/XavierCollege/",,,,,,,,
Cranbrook School,https://www.linkedin.com/company/cranbrook-school,https://www.linkedin.com/company/2094418,nsw.edu.au,"Cranbrook is an Anglican independent day and boarding school for boys, Pre-school to Year 12.Our Vision is to be a world class school which encourages and enables all of our students to explore, enjoy and fulfil their potential. At Cranbrook we lead all students to discover and make the most of their talents, to give of their best and to thrive in and love the pursuit of excellence.We energise the educational environment by offering a well-rounded, rich and distinctive schooling both within and beyond the curriculum and give powerful pastoral support to each student in our care.We build resilience and confidence within our students so that each can face the challenges of the twenty-first century with personal confidence, intellectual versatility, academic hunger and optimism. The School motto esse quam videri means 'to be rather than to seem to be'​ and this resonates through all that we do.Cranbrook School is a child safe environment. The School actively promotes the safety and wellbeing of all students, and all staff are committed to protecting students from abuse or harm, in accordance with their legal and ethical obligations. All successful applicants are required to hold a current NSW Working with Children Check clearance.",1918,,"Bellevue Hill, New South Wales, Australia",,,Bellevue Hill,,,"5 Victoria Road, Bellevue Hill, NSW 2023, AU",2023,+6161293276864,education administration programs,government administration,education management,,,Self-employed,,,,"reCAPTCHA, WordPress.org, Vimeo, Typekit, Outlook, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, Mailchimp Mandrill, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Apps, Google Analytics, Gmail, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences",,,,,
Feros Care,https://www.linkedin.com/company/feros-care,https://www.linkedin.com/company/3263757,feroscare.com.au,"We’re Feros Care. And what we care most about is helping people live healthier, happier, better-connected lives.We’re an award-winning, all-inclusive, not-for-profit organisation trusted by thousands of Australians. Whether it’s through our work as an aged care provider, or with our NDIS Local Area Coordinator (LAC) services, we’re here to work with you in your local community and ensure that you feel heard. Then we do everything we can to help you achieve your goals and ambitions – whatever they might look like for you.Our aged care and disability support services can help you in many ways. Whether you need home care, residential and respite care, some clever technology to make life easier, assistance in accessing community activities, someone to plan your NDIS services, or one of our growing number of allied health and wellness solutions – we are here for you.We are proud to be game changers. Dream makers. Kindness champions. Culture shapers. Vibrant creators. And it’s not just us who thinks so, We’ve won many awards on the local and international stage for our approach.And because we’re a charity, owned by the community, for the community, you can rest assured that we’re here for only you.We’re Feros Care, and we’re pleased to meet you.",,,"Coolangatta, Queensland, Australia",,,Coolangatta,,,,,,government administration,health and human services,hospitals and health care,,"Aged Care,Community Care,Residential Care,Allied Health,Shared Services,Disability Support,Technology,Telehealth Care,Social Prescribing,Community Engagement,Social Inclusion",Self-employed,,,,,,,,,
Office of the National Rail Safety Regulator,https://www.linkedin.com/company/office-of-the-national-rail-safety-regulator,https://www.linkedin.com/company/18688531,onrsr.com.au,"The safety of all who come into contact with any part of Australia’s rail network is our key priority. From passengers and employees, contractors, business and industry stakeholders, to pedestrians, drivers or neighbouring landowners, we are committed to maintaining and improving safety at every touchpoint.",2012,,"Adelaide, South Australia, Australia",,,Adelaide,,,,,+61884061500,public safety,,,,,Self-employed,https://twitter.com/ONRSRAustralia,,,"YouTube, WordPress.org, Vimeo, Typekit, Outlook, Mobile Friendly, Microsoft Office 365, Microsoft Azure Hosting, MailChimp SPF, Google Maps (Non Paid Users), Google Maps, Google Font API, Google Analytics, Freshdesk, Bootstrap Framework, Atlassian Cloud, Apache",,,,,
Shellharbour City Council,https://www.linkedin.com/company/shellharbour-city-council,https://www.linkedin.com/company/1511922,nsw.gov.au,"Shellharbour is a City of about 74,000 people, located approximately 100 kilometres from the centre of Sydney, in the Illawarra region of New South Wales, Australia. Our 154 square kilometres span an area of great natural beauty, stretching west from the picturesque coastline to rolling pastures, against the majestic backdrop of the Illawarra escarpment.Shellharbour is one of the fastest growing cities in Australia with a diverse population, a wealth of attractions and things to do, combining great opportunities with the kind of lifestyle few cities can boast. Our Vision is a to be a dynamic, responsive organisation working with the community to create a city we can all be proud of. ",1859,,"Flinders, New South Wales, Australia",,,Shellharbour City Centre,,,,,,government administration,,,,,Self-employed,,,,"Nginx, Mobile Friendly, Google Tag Manager, Google Font API, Amazon AWS",,,,,
Redlands,https://www.linkedin.com/company/scecgs-redlands,https://www.linkedin.com/company/653143,nsw.edu.au,"Established in 1884, Redlands is a Preschool to Year 12 coeducational school, situated in Cremorne on Sydney’s Lower North Shore. Our learning environment inspires individual achievement and confidence for life.  At Redlands, students receive an outstanding academic education as a result of the School’s individual approach, exceptional teachers and world-class learning programs and resources. Our learning program is supported by an extensive range of sport and extra-curricular opportunities, encouraging students to learn, to achieve and to develop their unique skills and talents.Students from over 30 different nationalities work together within an inclusive, real world, coeducational environment, complemented by a comprehensive leadership and service program, to develop the knowledge, capability and confidence to let their lights shine – at school and beyond. ",,,"Cremorne, New South Wales, Australia",,,Cremorne,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
WorkFocus Australia,https://www.linkedin.com/company/workfocus-australia,https://www.linkedin.com/company/2610603,workfocus.com,"At WorkFocus, we get people well and working again.  Since 1989, WorkFocus have impacted over 140,000 Australians by providing a range of services to prevent and minimise the social, physical, psychological and financial consequences of injury and illness. Our team of allied health professionals champion the health benefits of good work, supporting people through the recovery process to return them to better health and productivity faster. ",1989,,"Millers Point, New South Wales, Australia",,,Sydney,,,"31 Market St, Sydney New South Wales 2000, Australia",2000,+610893887788,health and human services,government relations,,,"Injury Prevention,Occupational Health,Occupational Rehabilitation,Early Intervention,Injury Management,Return to Work",Self-employed,,"professional services, employment agencies",7936000,"reCAPTCHA, WordPress.org, StatCounter, Outlook, Mobile Friendly, Mimecast, Microsoft Office 365, Google Tag Manager, Google Font API, Bootstrap Framework",,,,,
