company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Shell Energy Australia,https://www.linkedin.com/company/shellenergyaustralia,https://www.linkedin.com/company/71647830,shellenergy.com.au,"Shell Energy is Shell’s renewables and energy solutions business in Australia, helping its customers to decarbonise and reduce their environmental footprint. The company combines deep expertise, innovation and investment to lead the change, and energise tomorrow.Shell Energy delivers business energy solutions and innovation across a portfolio of electricity, gas, environmental products and energy productivity for commercial and industrial customers, while our residential energy retailing business Powershop, serves households and small business customers across Victoria, New South Wales, South Australia and South East Queensland.As the second largest electricity provider to commercial and industrial businesses in Australia, Shell Energy offers integrated solutions and market-leading customer satisfaction, built on industry expertise and personalised relationships. We’re helping to shape Australia’s renewable energy landscape by building a diverse and integrated portfolio which includes interests in solar, wind and battery energy storage systems. Our generation assets include the 120-megawatt Gangarri solar farm in Queensland, and 662 megawatts of gas-fired peaking power stations in Western Australia and Queensland, supporting the transition to renewables.",1980,601,"Brisbane City, Queensland, Australia",,,Brisbane,,,"one one one, l 52 111 eagle st, brisbane, qld, australia",4000,+61730205100,utilities,,,,"electricity,energy,energy monitoring,solar power,energy advice,energy audits,power factor correction,energy management,energy consultants,business energy,energy assessments,energy strategy,gas,energy efficiency,decarbonisation,renewable energy,energy projects,battery energy storage systems,environmental certificates,power purchase agreements,energy generation,new energies",501-1000,"https://twitter.com/ermpower, https://facebook.com/pages/ERM-Power-Melbourne/586721794673743","energy, solar power, energy management, gas, energy monitoring, energy assessments, energy audits, electricity, energy strategy, energy consultants, correction, business energy, power factor correction, energy effeciency, energy advice, lighting projects",1511290000,"reCAPTCHA, YouTube, WordPress.org, WP Engine, Typekit, Outlook, New Relic, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, Marketo, Google Maps (Non Paid Users), Google Maps, Facebook Widget, Facebook Login (Connect), Cloudflare DNS, CloudFlare Hosting, BugHerd, Bootstrap Framework, Atlassian Cloud, Amazon SES, ASP.NET",,,,,
CitiPower and Powercor,https://www.linkedin.com/company/citipower-and-powercor,https://www.linkedin.com/company/17216,powercor.com.au,"CitiPower and Powercor own and operate electricity distribution networks servicing 1.2 million customers while also enabling the renewable generation essential to transition to a clean energy future.    Our networks play an important role in the energy supply chain by providing reliable, safe and affordable electricity supplies.  This involves a lot of innovation in managing the increasingly complex and sophisticated system behind it. Our electricity networks are a crucial gateway to a clean energy future.  Connections with renewable energy generators bring clean energy to industrial, commercial and residential customers. As more customers choose solar, batteries, electric vehicles or smart appliances, our networks are enabling new ways to generate, store, share and use power.  Overlay this with the fact that our networks traverse some of Victoria’s highest bushfire risk areas and regions at risk from the impacts of climate change. We support customer choice while also keeping communities safe and maintaining system security and network stability.  Our team of professionals in network strategy and planning, asset management, major projects, field operations, and IT are at the forefront of addressing these challenges. Join us today. Be a part of an industry leader that shapes the future for energy.",,1598,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"40 market street, melbourne, victoria, australia",3000,+61131280,utilities,,,,,1001-2000,"https://twitter.com/CitiPower, https://www.facebook.com/citipower.powercor",,,"WordPress.org, SuccessFactors (SAP), Stripe, Salesforce, Route 53, React, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Font API, Google Analytics, CSC Corporate Domains, Atlassian Cloud, Angular JS v1, Amazon CloudFront, Amazon AWS",,,,,
Squadron Energy,https://www.linkedin.com/company/squadronenergy,https://www.linkedin.com/company/53271062,squadronenergy.com,"Squadron Energy is Australia’s leading renewable energy company that develops, operates and owns renewable energy assets in Australia. With proven experience and expertise across the project lifecycle, we work with local communities and our customers to lead the transition to Australia’s clean energy future.",,268,"Sydney, New South Wales, Australia",,,Sydney,,,,,,renewable energy power generation,,,,,201-500,,,,,,,,,
TasWater,https://www.linkedin.com/company/taswater,https://www.linkedin.com/company/10025009,taswater.com.au,"We are sustainably delivering exceptional water and sewerage services for a thriving Tasmania. Working at TasWater provides the opportunity to make a real difference to your community. You will be supported to seek better ways of doing things to ensure we deliver on our customer promises and achieve our vision. We look for people who can sign-up to working in a way that reflects our values, who build respectful relationships and who will strive to deliver great results for our customers. Although we are in the utilities industry, we include many other industries which means there is a career path for everyone. We have over 900 employees working together throughout Tasmania in a range of fields including operations, engineering, project delivery, environmental science, asset management, digital and technology, customer services, finance, human resources and administration. We are all here to make a positive difference to Tasmania.At TasWater we want a workplace where people feel empowered to bring their full, authentic selves to work. We are committed to providing a workplace that actively includes and values contributions from any diverse characteristics, experiences and abilities.",2013,531,"Lutana, Tasmania, Australia",,,Hobart,,,"169 main rd, hobart, tasmania 7009, au",7009,+61136992,utilities,,,,"Engineering,Project Management,Asset Management,Customer Service,Community Engagement,Service Delivery,Finance,Human Resources,Administration",501-1000,"https://twitter.com/Tas_Water, https://www.facebook.com/TasWater1/","project management, engineering, customer service, asset management, community engagement, service delivery",35000000,"Vercel, The Trade Desk, StatusPage IO, Outlook, Mobile Friendly, Mimecast, Microsoft Office 365, Google Tag Manager, Google Analytics, Genesys, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, CloudFlare Hosting, CloudFlare CDN, Campaign Monitor, Atlassian Cloud, ASP.NET",,,,,
Intellihub Group,https://www.linkedin.com/company/intellihubgroup,https://www.linkedin.com/company/14405098,intellihub.com.au,"The Intellihub Group is an Australian and New Zealand based utility services company that delivers innovative metering, data and behind the meter solutions that maximise digital and new energy services. We are an experienced and leading provider of multi-utility services across electricity, gas and water networks for residential, commercial & industrial, embedded network and solar metering customers. We specialise in asset management, installation, financing, and the day-to-day operations of smart meters, managing more than 2.5 million advanced smart meters, with a significant committed deployment pipeline. The Intellihub Group includes technology provided by leading energy technology company GreenSync, the world’s first digital pool monitoring business Pooled and New Zealand based metering and data provider Influx. It is also deploying electric vehicle chargers and residential batteries in NSW and Victoria.  We are the only independent smart metering provider across ANZ, supplying smart meters to more than 50 energy retailers.",2018,367,"Millers Point, New South Wales, Australia","Eveleigh, New South Wales, Australia",,Sydney,,,"76 reserve road, artarmon, new south wales, australia",2064,+611300119919,utilities,,,,"smart meters,metering services,energy,gas,water,solar,australia,new zealand,partnerships,intelligent,hub,behind the meter,VPP,DER,EV Chargers,residential batteries",201-500,,"energy, water, partnerships, gas, solar, hub, new zealand, australia, smart meters, intelligent, metering services",,,,,,,info@intellihub.com.au
Yurika,https://www.linkedin.com/company/yurika,https://www.linkedin.com/company/11403951,yurika.com.au,"At Yurika, we’re not just employees, we are catalysts for change, embarking on exciting projects that redefine the way we power the world.  Yurika is part of Energy Queensland – the largest, wholly government-owned electricity company in Australia. We have 100+ years’ experience in generation, transmission, and distribution power systems. As a part of our team, you will be at the forefront of innovation, contributing to the development and implementation of cutting-edge renewable energy solutions that make a tangible difference, shifting Australia towards a more sustainable energy future. ",2017,366,"Herston, Queensland, Australia",,,Newstead,,,,,1300792611,utilities,,,,"Metering,Telecommunications,Energy Supplies,Energy & Infrastructure,Solar,Wind,BESS,Electricity networks,EV charging",201-500,,"telecommunications, digital services, metering, electrical infrastructure",,"reCAPTCHA, YouTube, WordPress.org, Woo Commerce, WP Engine, Typekit, Outlook, Nginx, Mobile Friendly, Mimecast, Gravity Forms, Grafana, Google Tag Manager, Amazon AWS",,,,,
ERM Power (now Shell Energy),https://www.linkedin.com/company/erm-power,https://www.linkedin.com/company/338598,ermpower.com.au,ERM Power is now Shell Energy.ERM Power became Shell Energy on 17 February 2021. Follow our new Shell Energy Australia LinkedIn page to stay in touch: https://www.linkedin.com/company/shellenergyaustralia ,,60,"Brisbane City, Queensland, Australia",,,Brisbane,,,,,,utilities,,,,"electricity,energy,energy effeciency,solar power,energy monitoring,lighting projects,energy advice,energy audits,power factor correction,energy management,energy solutions,energy consultants,business energy,energy assessments,energy strategy",51-200,,,,,,,,,
Queensland Hydro,https://www.linkedin.com/company/queenslandhydro,https://www.linkedin.com/company/82862619,qldhydro.com.au,"Queensland Hydro has been tasked to deliver, operate and maintain the long-duration energy storage assets we need to confidently transition Queensland to a renewable energy future.",2022,202,"Brisbane, Queensland, Australia","Brisbane City, Queensland, Australia",,Brisbane ,,,,,,renewable energy power generation,utilities,,,,201-500,https://www.facebook.com/queenslandhydro/,,,,,,,,
ATCO Australia,https://www.linkedin.com/company/atco-australia,https://www.linkedin.com/company/1961453,atco.com.au,"ATCO's Australian operations are headquartered in Perth, Western Australia and specialises in creating innovative, customer focused energy and infrastructure solutions. We own and operate Western Australia's largest gas distribution network with more than 800,000 connection points and 14,500km of pipelines. We also provide secure, reliable baseload power to the Pilbara region via our Karratha electricity generation station, and for almost 20 years have owned and operated power generation in South Australia.We are part of the ATCO Group of Companies, a diversified global corporation with approximately 7,000 employees and assets of $22 billion. ATCO delivers service excellence and innovative business solutions in Structures & Logistics (workforce housing, innovative modular facilities, construction, site support services, and logistics and operations management), Electricity (electricity generation, transmission, and distribution), Pipelines & Liquids (natural gas transmission, distribution and infrastructure development, energy storage, and industrial water solutions), Commercial Real Estate, and Retail Energy (electricity and natural gas retail sales). More information can be found at www.ATCO.com.In the spirit of reconciliation, we acknowledge the traditional territories and homelands on which many of our ATCO operations and facilities are located. In Australia, we honour and respect the diverse history, languages, ceremonies, and culture of Aboriginal and Torres Strait Islanders who call these areas home. ",,233,"Perth, Western Australia, Australia",,,Perth,,,,,,utilities,,,,"Energy,Utilities,Structures,Gas distribution,Gas transmission,Power generation,Power transmission",201-500,,,,,,,,,
Zenith Energy,https://www.linkedin.com/company/zenithenergy,https://www.linkedin.com/company/18348773,zenithenergy.com.au,"Zenith Energy is one of Australia’s leading Independent Power Producers, specialising in tailored remote off-grid power generation and urban microgrids. With excess of 710MW capacity under contract or in-development, we are committed to growing our renewable energy portfolio, and helping our clients reach net zero. ",2006,134,"Rivervale, Western Australia, Australia",,,Rivervale,,,,,+61 8 9416 2000,electric power generation,,,,"Energy,Natural Gas,Liquid Fuels,Renewable Energy,Off-grid power,Fringe-of-grid power,microgrids,Power stations",51-200,https://www.facebook.com/ZenithEnergyPtyLtd,,0,,,,,,
Pacific Energy,https://www.linkedin.com/company/pacific-energy,https://www.linkedin.com/company/35948274,pacificenergy.com.au,"Pacific Energy is an Australian market leader in the provision of sustainable distributed energy, operating for over four decades, with owned-and-operated assets at 49 sites nationally and more than 929MW of contracted capacity under management.A trusted partner at the forefront of the clean energy transition, Pacific Energy is uniquely positioned to offer clients a complete in-house experience that delivers renewable and traditional power generation solutions from design, manufacturing and construction through to commissioning and operations and maintenance.With unrivalled capability across all energy technologies, Pacific Energy has demonstrated experience integrating solar, wind, green hydrogen and battery energy storage into new and existing power systems, with an end goal to maximise efficiencies and minimise emissions.",,401,"Perth Airport, Western Australia, Australia",,,Kewdale,,,,,,utilities,,,,"Remote Power,Independent Power Producer,Hybrid Power,Renewable Power,Power for mines,Power for remote towns,Build Own and Operate power stations,Stand Alone Power Systems,Clean Energy,Micro-grids,Engineering Procurement and Construction,solar arrays,battery storage",201-500,,,,,,,,,info@pacificenergy.com.au
Unitywater,https://www.linkedin.com/company/unitywater,https://www.linkedin.com/company/1272647,unitywater.com,"Unitywater provides essential water supply and sewage treatment services to residents and businesses in the Moreton Bay, Sunshine Coast and Noosa regions. Every day Unitywater operates and maintains more than $3.4 billion of essential infrastructure, delivers quality drinking water and treats 60 Olympic-sized swimming pools worth of sewage for over 17% of Queensland’s population, spread across 5223 square km.Operations began on 1 July 2010 under the South-East Queensland Water (Distribution and Retail) Act 2009, as part of the Queensland Government water reform program. Unitywater is governed by an independent Board of Directors.Unitywater is formally endorsed by Work180 with a commitment to driving equity in the workplace.Our social media Terms of Use can be found here: www.unitywater.com/social-media-terms-of-use",2010,687,"Kuluin, Queensland, Australia","Donnybrook, Queensland, Australia",,Maroochydore,,,"33 king st, caboolture, queensland, australia, 4510",4510,+61754318333,utilities,,,,"Retail operations (including billing and account management),sewage treatment and disposal,infrastructure,operations,water quality and supply,trade waste,water conservation,water education,quality and environmental management",501-1000,"https://twitter.com/unitywater, https://www.facebook.com/Unitywater/","infrastructure, operations, retail operations, water conservation, water education, trade waste, sewage treatment & disposal, water quality & supply, quality & environmental management",669500000,"YouTube, SiteCore, Route 53, React Redux, React, Mobile Friendly, Microsoft Office 365, Microsoft Azure Hosting, Google Tag Manager, Google Font API, ASP.NET",,,,,
Tilt Renewables,https://www.linkedin.com/company/tilt-renewables,https://www.linkedin.com/company/12906903,tiltrenewables.com,"Tilt Renewables is a leading developer, owner, and operator of renewable energy projects in Australia. Proudly Australian-owned and operated, we are passionate about the role we play in driving the transition to sustainable energy with our wind, solar, and battery farms. Our end-to-end project management ensures excellence from planning to operation.We foster strong, long-term relationships with landholders, communities, and businesses. Our community-centric approach builds trust and secures our social license to operate. Committed to creating a positive environmental and community outcomes, we embody innovation, reliability, and passion for sustainability.We Are People Powered | We Get It Done | We LeadWe Are Tilt.  We Are Australia’s Renewable Future.  For more information, visit www.tiltrenewables.com.au.",,146,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,,,,renewable energy power generation,renewable energy semiconductor manufacturing,,,"Renewable Energy,Wind Farm development and operations,Grid Scale Solar PV,Renewable Resources,Storage Technologies",51-200,,,,,,,,,
Horizon Power,https://www.linkedin.com/company/horizon-power,https://www.linkedin.com/company/393481,horizonpower.com.au,We work and live in the regions we serve - and we work hard to make sure our customers receive safe and reliable power. Our customers face a number of different challenges across different locations - and we’re here to understand and help address those challenges.,2006,729,"St James, Western Australia, Australia","Burrup, Western Australia, Australia",,Bentley,,,"lot 1966 stovehill rd, karratha, western australia, australia, 6714",6714,+61132351,utilities,,,,"Remote area power,community consultation,renewable energy,Microgrids",501-1000,"https://twitter.com/HorizonPower_WA, https://www.facebook.com/HorizonPowerWA","renewable energy, microgrids, community consultation, remote area power",1642000,"React, Microsoft Azure, Outlook, Mobile Friendly, Microsoft Office 365, Microsoft Application Insights, Google Tag Manager, Google Play, Google Font API, EPiServer, CloudFlare Hosting, Amazon SES, ASP.NET",,,,,
ElectraNet Pty Ltd,https://www.linkedin.com/company/electranet,https://www.linkedin.com/company/51682,electranet.com.au,"ElectraNet is a specialist in electricity transmission, providing energy and infrastructure solutions across Australia. We power people's lives by delivering safe, affordable and reliable solutions to power homes, businesses and the economy.ElectraNet owns and operates over $2.5 billion of electricity transmission assets and has one of the highest network reliability levels in Australia.Our business includes South Australia's regulated transmission network. This network moves electricity from traditional and renewable power generators in South Australia and interstate, to where it is needed. We are planning for the future - preparing the network for the changing way that electricity will be generated and consumed.  Visit electranet.com.au or call 1800 243 853 to learn more.",2000,514,"Adelaide, South Australia, Australia",,,Adelaide,,,"52-55 east terrace, adelaide, south australia 5000, au",5000,+61884047966,utilities,,,,Electricity transmission,501-1000,"https://twitter.com/electranetau, https://www.facebook.com/ElectraNetAU",electricity transmission,,,,,,,
Energex,https://www.linkedin.com/company/energex,https://www.linkedin.com/company/17886,energex.com.au,"Energex Limited (Energex) and its predecessor organisations have provided electricity to homes and businesses in South East Queensland since the late 19th Century. Energex was formed in 1997 to replace the South East Queensland Electricity Board (SEQEB) and until 2007 the company not only distributed electricity but also reticulated and sold gas and electricity products. The gas and electricity retail businesses and gas reticulation network were sold in 2006/07 prior to the commencement of full retail gas and electricity contestability in Queensland in July 2007.Now we distribute electricity to more than 1.4 million residential, commercial and industrial customers across a population base of around 3.2 million in South East Queensland. In 2016, we merged with regional Queensland electricity distributor Ergon Energy Network under the newly formed entity Energy Queensland.We acknowledge the Traditional Custodians and pay our respect to all Elders past, present and emerging on whose land we walk, work and live on, and their continuing connection to land, sea and community.",1997,1270,"Herston, Queensland, Australia",,,Newstead,,,"26 Reddacliff Street, Newstead, Queensland 4006, AU",4006,+61736644000,utilities,,,,,1001-2000,"https://twitter.com/ENERGEX, https://facebook.com/Energex",,3500000000,"Zendesk, Atlassian Cloud, YouTube, Mobile Friendly, Mimecast, Hotjar, Google Tag Manager, Google Play, Google Maps (Non Paid Users), Google Maps, Google Font API, Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, AddThis",,,,,
Hunter Water,https://www.linkedin.com/company/hunter-water,https://www.linkedin.com/company/55322,hunterwater.com.au,"Hunter Water is proud of the significant contribution we make to health, wellbeing and prosperity of our region – creating a sustainable water future for all. Established in the 1880s, we have grown to be the trusted provider of safe, reliable and high quality drinking water and wastewater services for a population of more than 640,000 people across the Lower Hunter. Our people are passionate about our region, putting customers and community at the heart of all we do, to deliver on our promises. Our culture is underpinned by our values of learning, leading, trust, inclusion and wellbeing.",1892,429,"Bar Beach, New South Wales, Australia",,,Newcastle,,,"36 Honeysuckle Drive, Newcastle, NSW 2300, AU",2300,+61249799799,utilities,,,,"Water services,Wastewater services",201-500,,water services & wastewater services,9477000,"React Redux, React, Genesys, YouTube, VueJS, Typekit, Outlook, Mobile Friendly, Microsoft Office 365, Hotjar, Google Tag Manager, DynECT, Cloudflare DNS",,,,,
Windlab,https://www.linkedin.com/company/windlab,https://www.linkedin.com/company/1081469,windlab.com,"Windlab Pty Ltd (“Windlab”) is an Australian owned renewable energy company  that applies science to find, construct and operate high performing renewable generators.We responsibly operate assets from concept to decommissioning and are focused on providing positive outcomes to our host communities, project stakeholders and the environment.",2003,107,"Belconnen, Australian Capital Territory, Australia",,,Canberra City,,,"Level 4, 60 Marcus Clarke Street, Canberra City, ACT 2601, AU",2601,+61261754600,renewable energy power generation,electric power generation,environmental services,,,51-200,"http://www.twitter.com/windlabsystems, https://facebook.com/windlabwindlab/, http://angel.co/windlab-systems","clean energy, clean technology, renewable energies, wind",2453000,"reCAPTCHA, WordPress.org, Vimeo, Outlook, Mobile Friendly, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Cloudflare DNS, CloudFlare Hosting, Bootstrap Framework",,,,,
ENGIE AU,https://www.linkedin.com/company/engie-au,https://www.linkedin.com/company/13682223,engie.com.au,"ENGIE is committed to take on the major challenges of the energy revolution, towards a world more decarbonised, decentralised and digitised. The Group aims at becoming the leader of this new energy world by focusing on three key activities for the future: low carbon generation, in particular from natural gas and renewable energies, energy infrastructures and efficient solutions adapted to all its clients'​ needs (individuals, businesses, territories, etc.). The customers'​ satisfaction, innovation and digital are at the heart of ENGIE's development.In Australia, the company operates about 1,000 MW (gross) of renewable (wind turbine) and gas-fired generating plants in South Australia and Western Australia. Our retail business, has more than 660, 000 customer accounts in Victoria, South Australia, New South Wales, Western Australia, the Australian Capital Territory and Queensland.",,339,"Southbank, Victoria, Australia",,,Southbank,,,525 Collins St,3000,1300577353,utilities,oil and energy,,,"Energy retail,Energy solutions,Facility management,Smart energy,Energy services",201-500,,"renewables, facility management, smart energy, energy services, energy solutions, energy retail",,,,,,,
Iberdrola Australia,https://www.linkedin.com/company/iberdrola-au,https://www.linkedin.com/company/310157,iberdrola.com.au,"Iberdrola Australia is leading Australia’s transition to a clean energy future. Iberdrola Australia generates and sources renewable energy, increases the value of intermittent renewables by firming, and provides customers with clean, reliable and competitively priced energy solutions. Iberdrola Australia generates renewable energy from its owned wind farms in New South Wales (NSW), South Australia (SA) and Western Australia (WA). Iberdrola Australia also sources renewable energy from third party renewable projects under its ‘Capital Lite’ strategy. Iberdrola Australia increases the value of intermittent renewables by firming them from the Smithfield Open Cycle Gas Turbine facility in Western Sydney, NSW, and its 25MW/52MWh Battery at Lake Bonney, SA.Iberdrola Australia’s energy retailing licences are held in the National Electricity Market (NEM) regions of Queensland, New South Wales (including the Australian Capital Territory), Victoria and South Australia.Iberdrola Australia is a proud and active supporter of the communities in which it operates.",2003,255,"Millers Point, New South Wales, Australia",,,Sydney,,,"56 pitt street, sydney, new south wales, australia",2000,+61 2 8031 9900,renewable energy power generation,semiconductors,,,"renewable energy,solar energy,energy storage,project development,energy trading,energy firming,project construction,operations and maintenance,asset management,community engagement,sustainability,energy markets,operations and control centre,hydrogen,offshore wind energy,onshore wind energy",201-500,https://www.facebook.com/Infigen,"renewable energy, solar energy, energy storage, wind energy, energy trading, project development, energy firming",235600000,,,,,,
ZEN Energy,https://www.linkedin.com/company/zenenergy,https://www.linkedin.com/company/576712,zenenergy.com.au,"ZEN stands for Zero Emissions Now, our call to action and our core purpose is to lead communities into the zero-carbon world.We are an integrated renewable energy retailer and Australia’s first 1.5°C energy company, committed to limiting global warming by 1.5°C under the Science Based Targets initiative.Sustainability is at the heart of our business strategy. We are differentiated from the major participants in the Australian electricity sector through our sustainability achievements, commitments, and aspirations.We are actively participating in the energy transition, demonstrating to our sustainability-driven customers, partners and investors that a viable business model exists for a zero-carbon utility. At ZEN, we partner with stakeholders who want to be part of this change.",2004,103,"Norwood, South Australia, Australia",,,Rose Park,,,"134 fullarton road, rose park, south australia, au, 5067",5067,+6101300936466,utilities,,,,"ZEN Solar Energy (Business),ZEN Freedom Powerbank (Off Grid Energy Storage),ZEN Urban Powerbank (Grid Connect Energy Storage),ZEN Communities (Micro-Grid),Renewable Energy Retailer,Renewable Energy Assets",51-200,"https://twitter.com/ZENenergyau, https://www.facebook.com/ZENEnergyAU","zen solar energy, zen freedom powerbank, zen urban powerbank, zen communities",,,,,,,
Red Energy,https://www.linkedin.com/company/red-energy,https://www.linkedin.com/company/84757,redenergy.com.au,"Red Energy, Lumo Energy and Direct Connect are proud to be owned by the mighty Snowy Hydro. That's why our Customer Solutions Team is based right here in Australia. So when you call, you'll always be answered by a friendly voice and you'll have that same person help you from the beginning to the end of your call. That's how we like our service - personal, simple, and easy.Living energy is being small enough to really look after you, but big enough to give you the most affordable energy. We are based in Melbourne and employ over 1200 people.",2004,819,"Cremorne, Victoria, Australia",,,Cremorne,,,"570 Church St, Cremorne, Victoria 3121, AU",3121,+61131806,utilities,,,,,501-1000,"https://twitter.com/redenergyau, https://facebook.com/redenergyau",,19000000,"React Redux, React, Microsoft Office 365, Google Apps, Gmail, ExactTarget, Cloudflare DNS, CloudFlare Hosting, Atlassian Cloud, ADP",,,,,
Momentum Energy,https://www.linkedin.com/company/momentum-energy,https://www.linkedin.com/company/104131,momentumenergy.com.au,"Hi. We’re Momentum Energy.You might’ve heard of us, but we know energy can be a little dry, so we don’t blame you if you haven’t. You’ve probably got your mind on other, more interesting things (it’s okay, you can say it).We’re an Australian energy company with a mission to make energy more human. Because it’s something we all use, so we should all understand it too. All that starts with our people. People who have big (and small, come to think of it) ideas about how we can do energy better.We’re also owned by Hydro Tasmania. They’re the country’s biggest renewable energy generator. So when we say we’re for renewables (and that we have cool parents), we really mean it.",2004,272,"Melbourne, Victoria, Australia",,,Melbourne,,,"50 level 8 market st, melbourne, victoria, australia",3000,+611800627228,utilities,,,,"Energy audits,Electricity bill comparisons,Business electricity,Residential electricity,Gas",201-500,"https://twitter.com/momentumenergy, https://www.facebook.com/MomentumEnergy","gas, energy audits, business electricity, residential electricity, electricity bill comparisons",75000000,"Salesforce Live Agent, Salesforce, Route 53, Outlook, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, Google Tag Manager, Google Font API, Google Analytics Ecommerce Tracking, ExactTarget, Atlassian Cloud, Amazon AWS, ASP.NET",,,,,
Gippsland Water,https://www.linkedin.com/company/gippsland-water,https://www.linkedin.com/company/682106,gippswater.com.au,"We supply clean drinking water to over 75,662 households and businesses, and wastewater services to 68,092 households and businesses across 43 towns and communities, ensuring the economy and liveability of the central Gippsland region. Our vision:We take pride in partnering with the community in providing quality water and waste services so we can enjoy a healthy and sustainable Gippsland for generations to come.Who are we:With over 300 operational, engineering, financial, environmental and administrative employees, we are a major local employer for the region serving a population base of 164,034 people. We cover over 5,000 square kilometres, from Drouin in the west to Stratford in the east, and from Mirboo North in the south to Rawson and Briagolong in the north. Our service area is diverse in area and needs, from the fast-growing towns in the west, to the transitioning economy of the Latrobe Valley and providing water and wastewater services to some of Victoria’s largest industrial water users.We’re managed by a Board of Directors appointed by the Minister for Water.Facebook: www.facebook.com/gippslandwaterTwitter: twitter.com/gippswater",1994,282,"Traralgon, Victoria, Australia",,,Traralgon,,,"55 hazelwood rd, traralgon, victoria, australia, 3844",3844,+61351774600,utilities,,,,"Drinking water ,wastewater,recycled water,water treatment,water monitoring,water quality,water education,water efficiency,trade waste,sewerage services,backflow prevention,sustainability,environment,community engagement,customer service",201-500,"https://twitter.com/gippswater, https://www.facebook.com/gippslandwater",,,,,,,,
Australian Gas Infrastructure Group (AGIG),https://www.linkedin.com/company/agig,https://www.linkedin.com/company/33316552,agig.com.au,"AGIG own and operate natural gas infrastructure that delivers gas to Australian homes, businesses and communities.Our vision is to be the leading gas infrastructure business in Australia. We will achieve this by delivering for our customers, being a good employer and being sustainably cost efficient.Our portfolio of companies includes the Dampier Bunbury Pipeline Group (DBP), Multinet Gas Networks (MGN) and Australian Gas Networks (AGN).We distribute natural gas to over 1.3 million customers in Australia & are proudly leading the transition to a sustainable future with Renewable Gas ♻Our guidelines for engaging on social media:https://www.australiangasnetworks.com.au/social-media-community-guidelines General Enquiries:Mon - Fri, 9am to 5pm (AWST)Telephone: +61 8 9223 4300Email: Mediaenquiries@agig.com.auhttps://www.agig.com.au/contact-us Access our Privacy Statement: https://www.agig.com.au/privacy",2017,343,"Adelaide, South Australia, Australia",,,Adelaide,,,"400 king william st, adelaide, south australia, australia",5000,+61882271500,utilities,,,,"renewable gas,natural gas,utility",201-500,"https://twitter.com/agig_official, https://facebook.com/australiangasinfrastructuregroup","utility, natural gas, renewable gas",,,,,,,
ActewAGL,https://www.linkedin.com/company/actewagl,https://www.linkedin.com/company/1177255,actewagl.com.au,"ActewAGL—the power of inspired people and our bright ideas. Our region’s energy is an important resource we all share. We’re proudly Australian, and along with our predecessors, have been committed to the Canberra region for over 100 years. We use our local knowledge to inspire and implement energy solutions that empower you to waste less and save more. Whether it’s providing expert advice by a team who get you because they’re locals too, a better energy plan to meet your needs, or supporting the things that make the capital region such a great place to live—we’ll deliver the best, most personal experience we can. Along with the brightest minds in the national’s capital, we’re focused to reimagine energy now and for future generations.",1915,428,"Russell, Australian Capital Territory, Australia",,,Canberra,,,"221 London Circuit Canberra City, Canberra, Australian Capital Territory, AU, 2601",2601,+61414515359,utilities,,,,"energy supply,energy management,energy retail,Electricity,Gas,energy solutions,solar",201-500,"https://twitter.com/ActewAGL, https://facebook.com/actewagl","energy management, gas, solar, electricity, energy solutions, energy supply, energy retail",28146000,"Microsoft Office 365, reCAPTCHA, YouTube, VueJS, SiteCore, ServiceNow, Outlook, Mobile Friendly, Mailchimp Mandrill, MailChimp SPF, Google Tag Manager, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, ASP.NET",,,,,
United Energy,https://www.linkedin.com/company/united-energy,https://www.linkedin.com/company/2978082,unitedenergy.com.au,"United Energy distributes electricity to more than 660,000 customers across east and south east Melbourne and the Mornington Peninsula. We work hard to satisfy our customers and build a business that returns value to shareholders and is respected by government and regulators as a quality, efficient operator.We’re thinking about what our customers will want from energy in five, 10, 20 or 50 years from now. As part of our journey to creating The Intelligent Utility we will give our customers access to the best technology and the most advanced network, with a priority on efficiency and on building our reputation by meeting current and future requirements.A key part of us being able to deliver these objectives and strategies is for us to attract, develop and retain the right people - the best in the energy sector.   We are building a new culture, underpinned by values which include safety, respect, collaboration, accountability, empowerment and communication. This is an exciting time for our business and we are looking for people who are ready to make a difference.",,274,"Mount Waverley, Victoria, Australia",,,Melbourne,,,,,,utilities,,,,"Electricity distribution,Energy supply",201-500,,,,,,,,,
